"Barrier","kr","Kx","perimeter","CS_id","kAQP","kpl","Simu_ID"
"b0",0.000162609145421781,5.35396613391448,0.417230291522533,"P11_F2_To_C02_Z10_01",0.001,5.3e-12,"0.001_5.3e-12"
"b1",4.10995474003641e-05,5.35396613391448,0.417230291522533,"P11_F2_To_C02_Z10_01",0.001,5.3e-12,"0.001_5.3e-12"
"b2",3.106873434409e-05,5.35396613391448,0.417230291522533,"P11_F2_To_C02_Z10_01",0.001,5.3e-12,"0.001_5.3e-12"
"b3",3.106873434409e-05,5.35396613391448,0.417230291522533,"P11_F2_To_C02_Z10_01",0.001,5.3e-12,"0.001_5.3e-12"
"b4",3.07572026051333e-05,5.35396613391448,0.417230291522533,"P11_F2_To_C02_Z10_01",0.001,5.3e-12,"0.001_5.3e-12"
"b5",4.05559694852926e-05,5.35396613391448,0.417230291522533,"P11_F2_To_C02_Z10_01",0.001,5.3e-12,"0.001_5.3e-12"
"b6",3.56886114767762e-05,5.35396613391448,0.417230291522533,"P11_F2_To_C02_Z10_01",0.001,5.3e-12,"0.001_5.3e-12"
"b7",4.19122734808523e-05,5.35396613391448,0.417230291522533,"P11_F2_To_C02_Z10_01",0.001,5.3e-12,"0.001_5.3e-12"
"b8",2.78749352456673e-05,5.35396613391448,0.417230291522533,"P11_F2_To_C02_Z10_01",0.001,5.3e-12,"0.001_5.3e-12"
"b9",3.68529356727377e-05,5.35396613391448,0.417230291522533,"P11_F2_To_C02_Z10_01",0.001,5.3e-12,"0.001_5.3e-12"
