"Barrier","kr","Kx","perimeter","CS_id","kAQP","kpl","Simu_ID"
"b1",9.23216234024051e-05,0.0211742792019445,0.138008516560821,"P11_A_To_C02_Z20_01",8e-04,5.3e-12,"8e-04_5.3e-12_4.3e-07"
"b6",6.78439107712983e-05,0.0211742792019445,0.138008516560821,"P11_A_To_C02_Z20_01",8e-04,5.3e-12,"8e-04_5.3e-12_4.3e-07"
"b9",8.54328795736389e-05,0.0211742792019445,0.138008516560821,"P11_A_To_C02_Z20_01",8e-04,5.3e-12,"8e-04_5.3e-12_4.3e-07"
