"Barrier","kr","Kx","perimeter","CS_id","kAQP","kpl","Simu_ID"
"b0",0.000168554669122707,0.23122434692947,0.123687060948662,"B05_D_To_C03_Z20_01",5e-04,5.3e-12,"5e-04_5.3e-12"
"b1",9.81210952110886e-05,0.23122434692947,0.123687060948662,"B05_D_To_C03_Z20_01",5e-04,5.3e-12,"5e-04_5.3e-12"
"b2",4.64522108893781e-05,0.23122434692947,0.123687060948662,"B05_D_To_C03_Z20_01",5e-04,5.3e-12,"5e-04_5.3e-12"
"b3",4.64522108893781e-05,0.23122434692947,0.123687060948662,"B05_D_To_C03_Z20_01",5e-04,5.3e-12,"5e-04_5.3e-12"
"b4",4.40057106235738e-05,0.23122434692947,0.123687060948662,"B05_D_To_C03_Z20_01",5e-04,5.3e-12,"5e-04_5.3e-12"
"b5",8.78032444736778e-05,0.23122434692947,0.123687060948662,"B05_D_To_C03_Z20_01",5e-04,5.3e-12,"5e-04_5.3e-12"
"b6",6.78293602567598e-05,0.23122434692947,0.123687060948662,"B05_D_To_C03_Z20_01",5e-04,5.3e-12,"5e-04_5.3e-12"
"b7",0.000130928888595501,0.23122434692947,0.123687060948662,"B05_D_To_C03_Z20_01",5e-04,5.3e-12,"5e-04_5.3e-12"
"b8",3.83483894857389e-05,0.23122434692947,0.123687060948662,"B05_D_To_C03_Z20_01",5e-04,5.3e-12,"5e-04_5.3e-12"
"b9",7.25346840918427e-05,0.23122434692947,0.123687060948662,"B05_D_To_C03_Z20_01",5e-04,5.3e-12,"5e-04_5.3e-12"
