"Barrier","kr","Kx","perimeter","CS_id","kAQP","kpl","Simu_ID"
"b1",8.75840136270581e-05,0.0311950309435107,0.145476546787586,"P13_B_To_C01_Z20_01",8e-04,5.3e-12,"8e-04_5.3e-12_4.3e-07"
"b6",6.53241507632962e-05,0.0311950309435107,0.145476546787586,"P13_B_To_C01_Z20_01",8e-04,5.3e-12,"8e-04_5.3e-12_4.3e-07"
"b9",8.20122677782972e-05,0.0311950309435107,0.145476546787586,"P13_B_To_C01_Z20_01",8e-04,5.3e-12,"8e-04_5.3e-12_4.3e-07"
