"Barrier","kr","Kx","perimeter","CS_id","kAQP","kpl","Simu_ID"
"b0",0.000186084865784681,2.84943834570509,0.256543364899176,"B11_F_To_C01_Z10_01",8e-04,5.3e-12,"8e-04_5.3e-12"
"b1",6.81166519737709e-05,2.84943834570509,0.256543364899176,"B11_F_To_C01_Z10_01",8e-04,5.3e-12,"8e-04_5.3e-12"
"b2",4.41827101633715e-05,2.84943834570509,0.256543364899176,"B11_F_To_C01_Z10_01",8e-04,5.3e-12,"8e-04_5.3e-12"
"b3",4.41827101633715e-05,2.84943834570509,0.256543364899176,"B11_F_To_C01_Z10_01",8e-04,5.3e-12,"8e-04_5.3e-12"
"b4",4.33169469660927e-05,2.84943834570509,0.256543364899176,"B11_F_To_C01_Z10_01",8e-04,5.3e-12,"8e-04_5.3e-12"
"b5",6.60752183555669e-05,2.84943834570509,0.256543364899176,"B11_F_To_C01_Z10_01",8e-04,5.3e-12,"8e-04_5.3e-12"
"b6",5.43097678861012e-05,2.84943834570509,0.256543364899176,"B11_F_To_C01_Z10_01",8e-04,5.3e-12,"8e-04_5.3e-12"
"b7",7.18727530922361e-05,2.84943834570509,0.256543364899176,"B11_F_To_C01_Z10_01",8e-04,5.3e-12,"8e-04_5.3e-12"
"b8",3.79408636650828e-05,2.84943834570509,0.256543364899176,"B11_F_To_C01_Z10_01",8e-04,5.3e-12,"8e-04_5.3e-12"
"b9",5.71498632302854e-05,2.84943834570509,0.256543364899176,"B11_F_To_C01_Z10_01",8e-04,5.3e-12,"8e-04_5.3e-12"
