"a","x","r","T2","T3","kAQP","T2kAQP","T3kAQP"
7.48433298546099e-08,1.04129185172713e-09,-1.40621988655626e-07,-1.52947973569471e-08,-1.89248628939973e-08,6.56828817463315e-05,-5.48156690217039e-05,-5.20740187410743e-05
