"a","x","r","T2","T3","kAQP","T2kAQP","T3kAQP"
7.37147175018327e-08,9.15481946263462e-10,-1.28369108115777e-07,-1.52953771170234e-08,-1.89254200095626e-08,-9.94434600565029e-09,-1.07802336671941e-08,-2.1771477833448e-08
