"Name","Barrier","Kr","Kx","perimeter"
"P04_A_FY_C01_Z20_04","b0",5.60869983666306e-05,0.0107083635822692,0.116808249569273
"P04_A_FY_C01_Z20_04","b1",7.25622107589565e-05,0.0107083635822692,0.116808249569273
"P04_A_FY_C01_Z20_04","b2",3.57805211713547e-05,0.0107083635822692,0.116808249569273
"P04_A_FY_C01_Z20_04","b3",3.57805211713547e-05,0.0107083635822692,0.116808249569273
"P04_A_FY_C01_Z20_04","b4",3.43079368101836e-05,0.0107083635822692,0.116808249569273
"P04_A_FY_C01_Z20_04","b5",6.67452086299971e-05,0.0107083635822692,0.116808249569273
"P04_A_FY_C01_Z20_04","b6",5.48939626501324e-05,0.0107083635822692,0.116808249569273
"P04_A_FY_C01_Z20_04","b7",0.000101736181250612,0.0107083635822692,0.116808249569273
"P04_A_FY_C01_Z20_04","b8",3.08829153056186e-05,0.0107083635822692,0.116808249569273
"P04_A_FY_C01_Z20_04","b9",5.78254649104942e-05,0.0107083635822692,0.116808249569273
