"Name","Barrier","Kr","Kx","perimeter"
"B05_D_To_C03_Z20_01","b0",0.000162956660206694,0.285173796424005,0.123632552798627
"B05_D_To_C03_Z20_01","b1",9.40954595776067e-05,0.285173796424005,0.123632552798627
"B05_D_To_C03_Z20_01","b2",4.5971526553645e-05,0.285173796424005,0.123632552798627
"B05_D_To_C03_Z20_01","b3",4.5971526553645e-05,0.285173796424005,0.123632552798627
"B05_D_To_C03_Z20_01","b4",4.32654389928054e-05,0.285173796424005,0.123632552798627
"B05_D_To_C03_Z20_01","b5",8.34011924940652e-05,0.285173796424005,0.123632552798627
"B05_D_To_C03_Z20_01","b6",6.55620003249455e-05,0.285173796424005,0.123632552798627
"B05_D_To_C03_Z20_01","b7",0.000129057068493265,0.285173796424005,0.123632552798627
"B05_D_To_C03_Z20_01","b8",3.7918258445978e-05,0.285173796424005,0.123632552798627
"B05_D_To_C03_Z20_01","b9",6.97833277812896e-05,0.285173796424005,0.123632552798627
