"Name","Barrier","Kr","Kx","perimeter"
"B11_C_To_C01_Z20_01","b0",5.7867321088105e-05,0.0184218261455673,0.103801308043169
"B11_C_To_C01_Z20_01","b1",8.72727908124795e-05,0.0184218261455673,0.103801308043169
"B11_C_To_C01_Z20_01","b2",4.12389439327524e-05,0.0184218261455673,0.103801308043169
"B11_C_To_C01_Z20_01","b3",4.12389439327524e-05,0.0184218261455673,0.103801308043169
"B11_C_To_C01_Z20_01","b4",3.89159266275679e-05,0.0184218261455673,0.103801308043169
"B11_C_To_C01_Z20_01","b5",7.74686450964709e-05,0.0184218261455673,0.103801308043169
"B11_C_To_C01_Z20_01","b6",6.1529402117238e-05,0.0184218261455673,0.103801308043169
"B11_C_To_C01_Z20_01","b7",0.000125532543144643,0.0184218261455673,0.103801308043169
"B11_C_To_C01_Z20_01","b8",3.44377045121889e-05,0.0184218261455673,0.103801308043169
"B11_C_To_C01_Z20_01","b9",6.54556195267642e-05,0.0184218261455673,0.103801308043169
