"Name","Barrier","Kr","Kx","perimeter"
"P14_C_To_C01_Z20_03","b0",4.20784827825222e-05,0.0230156759108424,0.13933611153832
"P14_C_To_C01_Z20_03","b1",6.69735222678586e-05,0.0230156759108424,0.13933611153832
"P14_C_To_C01_Z20_03","b2",3.49531150104313e-05,0.0230156759108424,0.13933611153832
"P14_C_To_C01_Z20_03","b3",3.49531150104313e-05,0.0230156759108424,0.13933611153832
"P14_C_To_C01_Z20_03","b4",3.35198207112983e-05,0.0230156759108424,0.13933611153832
"P14_C_To_C01_Z20_03","b5",6.18998320219402e-05,0.0230156759108424,0.13933611153832
"P14_C_To_C01_Z20_03","b6",5.16384741730171e-05,0.0230156759108424,0.13933611153832
"P14_C_To_C01_Z20_03","b7",8.93270424001675e-05,0.0230156759108424,0.13933611153832
"P14_C_To_C01_Z20_03","b8",3.02637078851331e-05,0.0230156759108424,0.13933611153832
"P14_C_To_C01_Z20_03","b9",5.41679436390626e-05,0.0230156759108424,0.13933611153832
