"Name","Barrier","Kr","Kx","perimeter"
"B11_F_To_C03_Z10_01","b0",0.000139183453775437,3.44203918360138,0.263025243573318
"B11_F_To_C03_Z10_01","b1",5.66805983247945e-05,3.44203918360138,0.263025243573318
"B11_F_To_C03_Z10_01","b2",4.0016822365928e-05,3.44203918360138,0.263025243573318
"B11_F_To_C03_Z10_01","b3",4.0016822365928e-05,3.44203918360138,0.263025243573318
"B11_F_To_C03_Z10_01","b4",3.88727237264334e-05,3.44203918360138,0.263025243573318
"B11_F_To_C03_Z10_01","b5",5.43969779089684e-05,3.44203918360138,0.263025243573318
"B11_F_To_C03_Z10_01","b6",4.71054152027854e-05,3.44203918360138,0.263025243573318
"B11_F_To_C03_Z10_01","b7",6.12905773003356e-05,3.44203918360138,0.263025243573318
"B11_F_To_C03_Z10_01","b8",3.50166035581851e-05,3.44203918360138,0.263025243573318
"B11_F_To_C03_Z10_01","b9",4.8852983482382e-05,3.44203918360138,0.263025243573318
