"Name","Barrier","Kr","Kx","perimeter"
"B04_B_To_C03_Z20_01","b0",6.78668235311082e-05,0.0198791427900282,0.0948926167706174
"B04_B_To_C03_Z20_01","b1",9.82912036031901e-05,0.0198791427900282,0.0948926167706174
"B04_B_To_C03_Z20_01","b2",4.50354533843136e-05,0.0198791427900282,0.0948926167706174
"B04_B_To_C03_Z20_01","b3",4.50354533843136e-05,0.0198791427900282,0.0948926167706174
"B04_B_To_C03_Z20_01","b4",4.19766002266235e-05,0.0198791427900282,0.0948926167706174
"B04_B_To_C03_Z20_01","b5",8.47856166671564e-05,0.0198791427900282,0.0948926167706174
"B04_B_To_C03_Z20_01","b6",6.58497850618453e-05,0.0198791427900282,0.0948926167706174
"B04_B_To_C03_Z20_01","b7",0.000143141529291584,0.0198791427900282,0.0948926167706174
"B04_B_To_C03_Z20_01","b8",3.67491072321173e-05,0.0198791427900282,0.0948926167706174
"B04_B_To_C03_Z20_01","b9",7.05177264831151e-05,0.0198791427900282,0.0948926167706174
