"node1ID","node2ID","branchID","x1","y1","z1","x2","y2","z2","radius","length","R","G","B","time","type","RSA_id"
0,1,0,0,0,0,-0.002,0.017,-0.1993,0.069,0.20003372215704,0.4314,0.3922,0.1961,0.137,1,"Tomato_60_6"
1,2,0,-0.002,0.017,-0.1993,-0.002,0.0172,-0.2018,0.069,0.00250798724079689,0.4314,0.3922,0.1961,0.1387,1,"Tomato_60_6"
2,3,0,-0.002,0.0172,-0.2018,-0.0014,0.029,-0.4014,0.069,0.19994939359748,0.4314,0.3922,0.1961,0.2762,1,"Tomato_60_6"
3,4,0,-0.0014,0.029,-0.4014,0.0021,0.0286,-0.492,0.069,0.090668461992029,0.4314,0.3922,0.1961,0.3387,1,"Tomato_60_6"
4,5,0,0.0021,0.0286,-0.492,0.014,0.0195,-0.6451,0.069,0.153831173693761,0.4314,0.3922,0.1961,0.4449,1,"Tomato_60_6"
5,6,0,0.014,0.0195,-0.6451,0.0267,0.0035,-0.844,0.069,0.199946242775402,0.4314,0.3922,0.1961,0.5836,1,"Tomato_60_6"
6,7,0,0.0267,0.0035,-0.844,0.0267,0.0036,-0.8578,0.069,0.0138003623140844,0.4314,0.3922,0.1961,0.5931,1,"Tomato_60_6"
7,8,0,0.0267,0.0036,-0.8578,0.0125,0.0069,-1.044,0.069,0.186769831610997,0.4314,0.3922,0.1961,0.7231,1,"Tomato_60_6"
8,9,0,0.0125,0.0069,-1.044,0.0101,0.0157,-1.2438,0.069,0.200008099835982,0.4314,0.3922,0.1961,0.8627,1,"Tomato_60_6"
9,10,0,0.0101,0.0157,-1.2438,0.0103,0.016,-1.2526,0.069,0.00880738326632823,0.4314,0.3922,0.1961,0.8689,1,"Tomato_60_6"
10,11,0,0.0103,0.016,-1.2526,0.013,0.0211,-1.4,0.069,0.14751291468885,0.4314,0.3922,0.1961,0.9722,1,"Tomato_60_6"
11,12,0,0.013,0.0211,-1.4,0.0142,0.0321,-1.5996,0.069,0.199906478134152,0.4314,0.3922,0.1961,1.1128,1,"Tomato_60_6"
12,13,0,0.0142,0.0321,-1.5996,0.0142,0.0325,-1.6059,0.069,0.00631268564083485,0.4314,0.3922,0.1961,1.1172,1,"Tomato_60_6"
