"node1ID","node2ID","branchID","x1","y1","z1","x2","y2","z2","radius","length","R","G","B","time","type","RSA_id"
0,1,0,0,0,0,0.0158,-0.0079,-0.1992,0.0589,0.199981724164985,0.4314,0.3922,0.1961,0.138,1,"Tomato_60_9"
1,2,0,0.0158,-0.0079,-0.1992,0.0132,-0.0088,-0.2448,0.0589,0.0456829289779016,0.4314,0.3922,0.1961,0.1695,1,"Tomato_60_9"
2,3,0,0.0132,-0.0088,-0.2448,0.0024,-0.0131,-0.4362,0.0589,0.191752679251165,0.4314,0.3922,0.1961,0.3024,1,"Tomato_60_9"
3,4,0,0.0024,-0.0131,-0.4362,-0.0184,-0.011,-0.5873,0.0589,0.152539371966716,0.4314,0.3922,0.1961,0.4085,1,"Tomato_60_9"
4,5,0,-0.0184,-0.011,-0.5873,-0.0593,-0.0221,-0.772,0.0589,0.1894996306065,0.4314,0.3922,0.1961,0.5406,1,"Tomato_60_9"
5,6,0,-0.0593,-0.0221,-0.772,-0.0525,-0.0215,-0.9718,0.0589,0.199916582603845,0.4314,0.3922,0.1961,0.6805,1,"Tomato_60_9"
6,7,0,-0.0525,-0.0215,-0.9718,-0.0514,-0.019,-1.005,0.0589,0.033312159941979,0.4314,0.3922,0.1961,0.7039,1,"Tomato_60_9"
7,8,0,-0.0514,-0.019,-1.005,-0.0515,-0.0311,-1.1357,0.0589,0.131258942552498,0.4314,0.3922,0.1961,0.7961,1,"Tomato_60_9"
8,9,0,-0.0515,-0.0311,-1.1357,-0.0302,-0.04,-1.3181,0.0589,0.183854997212477,0.4314,0.3922,0.1961,0.9256,1,"Tomato_60_9"
9,10,0,-0.0302,-0.04,-1.3181,-0.0156,-0.0626,-1.4772,0.0589,0.161359009664784,0.4314,0.3922,0.1961,1.0397,1,"Tomato_60_9"
10,11,0,-0.0156,-0.0626,-1.4772,-0.0222,-0.0821,-1.6761,0.0589,0.199962546493087,0.4314,0.3922,0.1961,1.1815,1,"Tomato_60_9"
11,12,0,-0.0222,-0.0821,-1.6761,-0.0244,-0.0832,-1.7447,0.0589,0.0686440820464518,0.4314,0.3922,0.1961,1.2303,1,"Tomato_60_9"
12,13,0,-0.0244,-0.0832,-1.7447,-0.0486,-0.0864,-1.9232,0.0589,0.180161399861347,0.4314,0.3922,0.1961,1.3587,1,"Tomato_60_9"
13,14,0,-0.0486,-0.0864,-1.9232,-0.0483,-0.0805,-2.1184,0.0589,0.195289375031003,0.4314,0.3922,0.1961,1.4984,1,"Tomato_60_9"
14,15,0,-0.0483,-0.0805,-2.1184,-0.049,-0.0832,-2.316,0.0589,0.197619685254278,0.4314,0.3922,0.1961,1.6403,1,"Tomato_60_9"
15,16,0,-0.049,-0.0832,-2.316,-0.0502,-0.0809,-2.4845,0.0589,0.168519969143126,0.4314,0.3922,0.1961,1.7617,1,"Tomato_60_9"
16,17,0,-0.0502,-0.0809,-2.4845,-0.0564,-0.0835,-2.6844,0.0589,0.200013024575901,0.4314,0.3922,0.1961,1.9063,1,"Tomato_60_9"
17,18,0,-0.0564,-0.0835,-2.6844,-0.0565,-0.0836,-2.688,0.0589,0.00360277670693041,0.4314,0.3922,0.1961,1.9089,1,"Tomato_60_9"
