"node1ID","node2ID","branchID","x1","y1","z1","x2","y2","z2","radius","length","R","G","B","time","type","RSA_id"
0,1,0,0,0,0,-0.0018,0.0046,-0.1614,0.0648,0.1614755709078,0.4314,0.3922,0.1961,0.1247,1,"Tomato_60_2"
1,2,0,-0.0018,0.0046,-0.1614,-0.0074,0.0235,-0.3604,0.0648,0.199973923300014,0.4314,0.3922,0.1961,0.2797,1,"Tomato_60_2"
2,3,0,-0.0074,0.0235,-0.3604,-0.008,0.0255,-0.3848,0.0648,0.0244891812848041,0.4314,0.3922,0.1961,0.2988,1,"Tomato_60_2"
3,4,0,-0.008,0.0255,-0.3848,-0.0203,0.0298,-0.5792,0.0648,0.194836187603843,0.4314,0.3922,0.1961,0.4504,1,"Tomato_60_2"
4,5,0,-0.0203,0.0298,-0.5792,-0.0305,0.0313,-0.7789,0.0648,0.199965947101,0.4314,0.3922,0.1961,0.6066,1,"Tomato_60_2"
5,6,0,-0.0305,0.0313,-0.7789,-0.0306,0.032,-0.8193,0.0648,0.0404061876449635,0.4314,0.3922,0.1961,0.6382,1,"Tomato_60_2"
6,7,0,-0.0306,0.032,-0.8193,-0.0427,0.0258,-1.0188,0.0648,0.199962746530447,0.4314,0.3922,0.1961,0.7951,1,"Tomato_60_2"
7,8,0,-0.0427,0.0258,-1.0188,-0.043,0.0257,-1.027,0.0648,0.00820609529557144,0.4314,0.3922,0.1961,0.8015,1,"Tomato_60_2"
8,9,0,-0.043,0.0257,-1.027,-0.047,0.0199,-1.2268,0.0648,0.199924185630453,0.4314,0.3922,0.1961,0.959,1,"Tomato_60_2"
9,10,0,-0.047,0.0199,-1.2268,-0.0473,0.0198,-1.2393,0.0648,0.0125039993602049,0.4314,0.3922,0.1961,0.9689,1,"Tomato_60_2"
10,11,0,-0.0473,0.0198,-1.2393,-0.0394,0.0099,-1.4379,0.0648,0.199003467306477,0.4314,0.3922,0.1961,1.1262,1,"Tomato_60_2"
11,12,0,-0.0394,0.0099,-1.4379,-0.0422,0.0034,-1.5864,0.0648,0.148668557536555,0.4314,0.3922,0.1961,1.2442,1,"Tomato_60_2"
12,13,0,-0.0422,0.0034,-1.5864,-0.0342,-0.0201,-1.7848,0.0648,0.199947017982264,0.4314,0.3922,0.1961,1.4033,1,"Tomato_60_2"
13,14,0,-0.0342,-0.0201,-1.7848,-0.0338,-0.0222,-1.8039,0.0648,0.0192192611720639,0.4314,0.3922,0.1961,1.4186,1,"Tomato_60_2"
14,15,0,-0.0338,-0.0222,-1.8039,-0.0511,-0.0281,-2.0031,0.0648,0.200036846605819,0.4314,0.3922,0.1961,1.5785,1,"Tomato_60_2"
15,16,0,-0.0511,-0.0281,-2.0031,-0.0525,-0.0283,-2.0162,0.0648,0.0131761147535988,0.4314,0.3922,0.1961,1.5891,1,"Tomato_60_2"
16,17,0,-0.0525,-0.0283,-2.0162,-0.0703,-0.03,-2.2154,0.0648,0.200000924997861,0.4314,0.3922,0.1961,1.7496,1,"Tomato_60_2"
17,18,0,-0.0703,-0.03,-2.2154,-0.0714,-0.0301,-2.2295,0.0648,0.014143196244131,0.4314,0.3922,0.1961,1.7609,1,"Tomato_60_2"
18,19,0,-0.0714,-0.0301,-2.2295,-0.0878,0.0026,-2.4261,0.0648,0.199974523377354,0.4314,0.3922,0.1961,1.922,1,"Tomato_60_2"
19,20,0,-0.0878,0.0026,-2.4261,-0.088,0.003,-2.4288,0.0648,0.00273678643668073,0.4314,0.3922,0.1961,1.9242,1,"Tomato_60_2"
20,21,0,-0.088,0.003,-2.4288,-0.0805,-0.0084,-2.6283,0.0648,0.199966147134959,0.4314,0.3922,0.1961,2.086,1,"Tomato_60_2"
21,22,0,-0.0805,-0.0084,-2.6283,-0.0799,-0.0092,-2.6437,0.0648,0.0154324333790884,0.4314,0.3922,0.1961,2.0984,1,"Tomato_60_2"
22,23,0,-0.0799,-0.0092,-2.6437,-0.0813,-0.0123,-2.8122,0.0648,0.168534328847271,0.4314,0.3922,0.1961,2.2353,1,"Tomato_60_2"
23,24,0,-0.0813,-0.0123,-2.8122,-0.0686,-0.0038,-3.0116,0.0648,0.19998474941855,0.4314,0.3922,0.1961,2.3982,1,"Tomato_60_2"
24,25,0,-0.0686,-0.0038,-3.0116,-0.0638,-0.0016,-3.0405,0.0648,0.0293783934210162,0.4314,0.3922,0.1961,2.4222,1,"Tomato_60_2"
25,26,0,-0.0638,-0.0016,-3.0405,-0.0354,0.0155,-3.2218,0.0648,0.184305887046507,0.4314,0.3922,0.1961,2.573,1,"Tomato_60_2"
26,27,0,-0.0354,0.0155,-3.2218,-0.0047,0.033,-3.4143,0.0648,0.195716606347034,0.4314,0.3922,0.1961,2.7337,1,"Tomato_60_2"
27,28,0,-0.0047,0.033,-3.4143,0.0227,0.0488,-3.61,0.0648,0.19823947639156,0.4314,0.3922,0.1961,2.8972,1,"Tomato_60_2"
28,29,0,0.0227,0.0488,-3.61,0.0459,0.0502,-3.8069,0.0648,0.198267016924147,0.4314,0.3922,0.1961,3.0612,1,"Tomato_60_2"
29,30,0,0.0459,0.0502,-3.8069,0.0622,0.0651,-4.0057,0.0648,0.200022848694843,0.4314,0.3922,0.1961,3.2274,1,"Tomato_60_2"
30,31,0,0.0622,0.0651,-4.0057,0.0658,0.061,-4.0405,0.0648,0.0352251330728499,0.4314,0.3922,0.1961,3.2568,1,"Tomato_60_2"
31,32,0,0.0658,0.061,-4.0405,0.0869,0.0511,-4.2391,0.0648,0.199962946567608,0.4314,0.3922,0.1961,3.4237,1,"Tomato_60_2"
32,33,0,0.0869,0.0511,-4.2391,0.0871,0.051,-4.2412,0.0648,0.00211187120819472,0.4314,0.3922,0.1961,3.4254,1,"Tomato_60_2"
33,34,0,0.0871,0.051,-4.2412,0.1101,0.079,-4.4379,0.0648,0.200009724763572,0.4314,0.3922,0.1961,3.593,1,"Tomato_60_2"
34,35,0,0.1101,0.079,-4.4379,0.1122,0.0808,-4.4535,0.0648,0.0158432951118131,0.4314,0.3922,0.1961,3.6063,1,"Tomato_60_2"
35,36,0,0.1122,0.0808,-4.4535,0.1345,0.1086,-4.6503,0.0648,0.200000924997861,0.4314,0.3922,0.1961,3.7746,1,"Tomato_60_2"
36,37,0,0.1345,0.1086,-4.6503,0.1379,0.1127,-4.6848,0.0648,0.034908738161097,0.4314,0.3922,0.1961,3.8041,1,"Tomato_60_2"
37,38,0,0.1379,0.1127,-4.6848,0.1433,0.1122,-4.8665,0.0648,0.181780912089251,0.4314,0.3922,0.1961,3.9577,1,"Tomato_60_2"
38,39,0,0.1433,0.1122,-4.8665,0.1506,0.1184,-5.0662,0.0648,0.199929537587621,0.4314,0.3922,0.1961,4.1274,1,"Tomato_60_2"
39,40,0,0.1506,0.1184,-5.0662,0.1508,0.1185,-5.07,0.0648,0.00380657326213488,0.4314,0.3922,0.1961,4.1306,1,"Tomato_60_2"
40,41,0,0.1508,0.1185,-5.07,0.167,0.1239,-5.2678,0.0648,0.198535739855574,0.4314,0.3922,0.1961,4.2998,1,"Tomato_60_2"
41,42,0,0.167,0.1239,-5.2678,0.1932,0.1435,-5.457,0.0648,0.192008437314613,0.4314,0.3922,0.1961,4.464,1,"Tomato_60_2"
42,43,0,0.1932,0.1435,-5.457,0.1796,0.1298,-5.6444,0.0648,0.188391639941904,0.4314,0.3922,0.1961,4.6257,1,"Tomato_60_2"
43,44,0,0.1796,0.1298,-5.6444,0.1751,0.116,-5.8438,0.0648,0.199927611899907,0.4314,0.3922,0.1961,4.7982,1,"Tomato_60_2"
44,45,0,0.1751,0.116,-5.8438,0.1745,0.1154,-5.8577,0.0648,0.0139258751969136,0.4314,0.3922,0.1961,4.8101,1,"Tomato_60_2"
45,46,0,0.1745,0.1154,-5.8577,0.1744,0.1058,-6.0392,0.0648,0.18175373448708,0.4314,0.3922,0.1961,4.9675,1,"Tomato_60_2"
46,47,0,0.1744,0.1058,-6.0392,0.1599,0.114,-6.214,0.0648,0.175591941728543,0.4314,0.3922,0.1961,5.12,1,"Tomato_60_2"
47,48,0,0.1599,0.114,-6.214,0.1564,0.1145,-6.4139,0.0648,0.199931263188126,0.4314,0.3922,0.1961,5.2945,1,"Tomato_60_2"
48,49,0,0.1564,0.1145,-6.4139,0.1564,0.1149,-6.4524,0.0648,0.0385020778660061,0.4314,0.3922,0.1961,5.3281,1,"Tomato_60_2"
49,50,0,0.1564,0.1149,-6.4524,0.1405,0.1218,-6.642,0.0648,0.190390598507385,0.4314,0.3922,0.1961,5.495,1,"Tomato_60_2"
50,51,0,0.1405,0.1218,-6.642,0.1148,0.1206,-6.8403,0.0648,0.19996204639881,0.4314,0.3922,0.1961,5.671,1,"Tomato_60_2"
51,52,0,0.1148,0.1206,-6.8403,0.1115,0.122,-6.8635,0.0648,0.0234753061747873,0.4314,0.3922,0.1961,5.6916,1,"Tomato_60_2"
52,53,0,0.1115,0.122,-6.8635,0.0928,0.1243,-7.061,0.0648,0.19839664815717,0.4314,0.3922,0.1961,5.867,1,"Tomato_60_2"
53,54,0,0.0928,0.1243,-7.061,0.0667,0.1297,-7.2154,0.0648,0.156683534552932,0.4314,0.3922,0.1961,6.006,1,"Tomato_60_2"
54,55,0,0.0667,0.1297,-7.2154,0.0275,0.145,-7.4109,0.0648,0.1999774487286,0.4314,0.3922,0.1961,6.1841,1,"Tomato_60_2"
55,56,0,0.0275,0.145,-7.4109,0.025,0.1462,-7.4249,0.0648,0.0142720005605383,0.4314,0.3922,0.1961,6.1969,1,"Tomato_60_2"
56,57,0,0.025,0.1462,-7.4249,-0.004,0.1583,-7.5839,0.0648,0.162075321995669,0.4314,0.3922,0.1961,6.3418,1,"Tomato_60_2"
57,58,0,-0.004,0.1583,-7.5839,-0.0152,0.1759,-7.7642,0.0648,0.181502864991162,0.4314,0.3922,0.1961,6.5047,1,"Tomato_60_2"
58,59,0,-0.0152,0.1759,-7.7642,-0.0372,0.1829,-7.9629,0.0648,0.200036721628805,0.4314,0.3922,0.1961,6.685,1,"Tomato_60_2"
