"node1ID","node2ID","branchID","x1","y1","z1","x2","y2","z2","radius","length","R","G","B","time","type","RSA_id"
0,1,0,0,0,0,0.0108,-0.0117,-0.1994,0.0729,0.200034721985959,0.4314,0.3922,0.1961,0.1816,1,"Tomato_60_3"
1,2,0,0.0108,-0.0117,-0.1994,0.0111,-0.0119,-0.2062,0.0729,0.00680955211449329,0.4314,0.3922,0.1961,0.1878,1,"Tomato_60_3"
2,3,0,0.0111,-0.0119,-0.2062,0.0284,-0.0152,-0.3857,0.0729,0.18036194166176,0.4314,0.3922,0.1961,0.3522,1,"Tomato_60_3"
3,4,0,0.0284,-0.0152,-0.3857,0.0485,1e-04,-0.5841,0.0729,0.200001649993194,0.4314,0.3922,0.1961,0.5352,1,"Tomato_60_3"
4,5,0,0.0485,1e-04,-0.5841,0.0514,0.0023,-0.6132,0.0729,0.0293267795708973,0.4314,0.3922,0.1961,0.5621,1,"Tomato_60_3"
5,6,0,0.0514,0.0023,-0.6132,0.0743,0.0277,-0.8055,0.0729,0.19531733154024,0.4314,0.3922,0.1961,0.7415,1,"Tomato_60_3"
6,7,0,0.0743,0.0277,-0.8055,0.1009,0.0481,-1.0026,0.0729,0.199930312859256,0.4314,0.3922,0.1961,0.926,1,"Tomato_60_3"
7,8,0,0.1009,0.0481,-1.0026,0.1017,0.049,-1.0113,0.0729,0.00878293800501874,0.4314,0.3922,0.1961,0.9341,1,"Tomato_60_3"
8,9,0,0.1017,0.049,-1.0113,0.1087,0.0477,-1.2112,0.0729,0.200026748211333,0.4314,0.3922,0.1961,1.1194,1,"Tomato_60_3"
9,10,0,0.1087,0.0477,-1.2112,0.1094,0.0473,-1.2254,0.0729,0.0142228689089086,0.4314,0.3922,0.1961,1.1326,1,"Tomato_60_3"
10,11,0,0.1094,0.0473,-1.2254,0.1171,0.0421,-1.3904,0.0729,0.165261399001703,0.4314,0.3922,0.1961,1.2863,1,"Tomato_60_3"
11,12,0,0.1171,0.0421,-1.3904,0.138,0.0539,-1.5889,0.0729,0.199945742640347,0.4314,0.3922,0.1961,1.473,1,"Tomato_60_3"
12,13,0,0.138,0.0539,-1.5889,0.1382,0.054,-1.5902,0.0729,0.00131909059582737,0.4314,0.3922,0.1961,1.4742,1,"Tomato_60_3"
13,14,0,0.1382,0.054,-1.5902,0.1346,0.0373,-1.7895,0.0729,0.200030847621061,0.4314,0.3922,0.1961,1.6616,1,"Tomato_60_3"
14,15,0,0.1346,0.0373,-1.7895,0.1347,0.0371,-1.8203,0.0729,0.0308008116776165,0.4314,0.3922,0.1961,1.6906,1,"Tomato_60_3"
15,16,0,0.1347,0.0371,-1.8203,0.1354,0.0358,-2.0191,0.0729,0.198805482821777,0.4314,0.3922,0.1961,1.8779,1,"Tomato_60_3"
16,17,0,0.1354,0.0358,-2.0191,0.1361,0.0347,-2.2191,0.0729,0.200004249954845,0.4314,0.3922,0.1961,2.067,1,"Tomato_60_3"
17,18,0,0.1361,0.0347,-2.2191,0.1362,0.0346,-2.244,0.0729,0.0249004016031872,0.4314,0.3922,0.1961,2.0906,1,"Tomato_60_3"
18,19,0,0.1362,0.0346,-2.244,0.124,0.0377,-2.4436,0.0729,0.19999652496981,0.4314,0.3922,0.1961,2.2806,1,"Tomato_60_3"
19,20,0,0.124,0.0377,-2.4436,0.1237,0.0374,-2.4752,0.0729,0.0316028479729281,0.4314,0.3922,0.1961,2.3106,1,"Tomato_60_3"
20,21,0,0.1237,0.0374,-2.4752,0.117,0.0093,-2.6699,0.0729,0.196831374531603,0.4314,0.3922,0.1961,2.4985,1,"Tomato_60_3"
21,22,0,0.117,0.0093,-2.6699,0.1055,0.0106,-2.8556,0.0729,0.18606028592905,0.4314,0.3922,0.1961,2.6768,1,"Tomato_60_3"
22,23,0,0.1055,0.0106,-2.8556,0.1171,0.0086,-3.0243,0.0729,0.169110171190263,0.4314,0.3922,0.1961,2.8394,1,"Tomato_60_3"
23,24,0,0.1171,0.0086,-3.0243,0.1124,0.0223,-3.1846,0.0729,0.160953005563736,0.4314,0.3922,0.1961,2.9947,1,"Tomato_60_3"
24,25,0,0.1124,0.0223,-3.1846,0.1106,0.0383,-3.3839,0.0729,0.199949318578484,0.4314,0.3922,0.1961,3.1885,1,"Tomato_60_3"
25,26,0,0.1106,0.0383,-3.3839,0.111,0.0374,-3.4211,0.0729,0.0372130353505326,0.4314,0.3922,0.1961,3.2246,1,"Tomato_60_3"
26,27,0,0.111,0.0374,-3.4211,0.1171,0.0412,-3.5832,0.0729,0.1622592370252,0.4314,0.3922,0.1961,3.3825,1,"Tomato_60_3"
27,28,0,0.1171,0.0412,-3.5832,0.1241,0.0354,-3.783,0.0729,0.200006699887779,0.4314,0.3922,0.1961,3.5779,1,"Tomato_60_3"
28,29,0,0.1241,0.0354,-3.783,0.1242,0.0354,-3.7842,0.0729,0.0012041594578791,0.4314,0.3922,0.1961,3.579,1,"Tomato_60_3"
29,30,0,0.1242,0.0354,-3.7842,0.1294,0.0301,-3.984,0.0729,0.199937915363745,0.4314,0.3922,0.1961,3.7752,1,"Tomato_60_3"
30,31,0,0.1294,0.0301,-3.984,0.1302,0.0293,-4.0059,0.0729,0.0219292042719288,0.4314,0.3922,0.1961,3.7967,1,"Tomato_60_3"
