"node1ID","node2ID","branchID","x1","y1","z1","x2","y2","z2","radius","length","R","G","B","time","type","RSA_id"
0,1,0,0,0,0,0.0123,0,-0.1996,0.0704,0.199978623857651,0.4314,0.3922,0.1961,0.156,1,"Tomato_60_10"
1,2,0,0.0123,0,-0.1996,0.0132,8e-04,-0.2155,0.0704,0.0159455322896415,0.4314,0.3922,0.1961,0.1685,1,"Tomato_60_10"
2,3,0,0.0132,8e-04,-0.2155,0.0234,0.018,-0.4134,0.0704,0.198907742433521,0.4314,0.3922,0.1961,0.3243,1,"Tomato_60_10"
3,4,0,0.0234,0.018,-0.4134,0.0541,0.0595,-0.5871,0.0704,0.181208250364049,0.4314,0.3922,0.1961,0.4669,1,"Tomato_60_10"
4,5,0,0.0541,0.0595,-0.5871,0.087,0.1044,-0.7659,0.0704,0.187264144993109,0.4314,0.3922,0.1961,0.6146,1,"Tomato_60_10"
5,6,0,0.087,0.1044,-0.7659,0.0991,0.1278,-0.9641,0.0704,0.199943016882311,0.4314,0.3922,0.1961,0.773,1,"Tomato_60_10"
6,7,0,0.0991,0.1278,-0.9641,0.1042,0.1344,-1.0212,0.0704,0.0577059788930057,0.4314,0.3922,0.1961,0.8189,1,"Tomato_60_10"
7,8,0,0.1042,0.1344,-1.0212,0.1369,0.1604,-1.2168,0.0704,0.200011624662168,0.4314,0.3922,0.1961,0.9781,1,"Tomato_60_10"
8,9,0,0.1369,0.1604,-1.2168,0.1444,0.1663,-1.264,0.0704,0.0481549582078522,0.4314,0.3922,0.1961,1.0166,1,"Tomato_60_10"
9,10,0,0.1444,0.1663,-1.264,0.173,0.149,-1.4531,0.0704,0.192031403681794,0.4314,0.3922,0.1961,1.1703,1,"Tomato_60_10"
10,11,0,0.173,0.149,-1.4531,0.2002,0.1334,-1.6183,0.0704,0.168149457328889,0.4314,0.3922,0.1961,1.3053,1,"Tomato_60_10"
11,12,0,0.2002,0.1334,-1.6183,0.2151,0.1293,-1.8079,0.0704,0.190228757026902,0.4314,0.3922,0.1961,1.4586,1,"Tomato_60_10"
12,13,0,0.2151,0.1293,-1.8079,0.1885,0.1457,-1.9969,0.0704,0.191565967750015,0.4314,0.3922,0.1961,1.6135,1,"Tomato_60_10"
13,14,0,0.1885,0.1457,-1.9969,0.177,0.132,-2.1455,0.0704,0.149672642790859,0.4314,0.3922,0.1961,1.735,1,"Tomato_60_10"
14,15,0,0.177,0.132,-2.1455,0.1558,0.1125,-2.3434,0.0704,0.199985249456053,0.4314,0.3922,0.1961,1.898,1,"Tomato_60_10"
15,16,0,0.1558,0.1125,-2.3434,0.1555,0.1121,-2.347,0.0704,0.0036345563690773,0.4314,0.3922,0.1961,1.9009,1,"Tomato_60_10"
16,17,0,0.1555,0.1121,-2.347,0.1435,0.0687,-2.5418,0.0704,0.199936489916173,0.4314,0.3922,0.1961,2.0646,1,"Tomato_60_10"
17,18,0,0.1435,0.0687,-2.5418,0.1367,0.0624,-2.593,0.0704,0.0520323937561978,0.4314,0.3922,0.1961,2.1072,1,"Tomato_60_10"
18,19,0,0.1367,0.0624,-2.593,0.1228,0.0383,-2.791,0.0704,0.199945042449169,0.4314,0.3922,0.1961,2.2717,1,"Tomato_60_10"
19,20,0,0.1228,0.0383,-2.791,0.1209,0.0358,-2.8098,0.0704,0.0190604302155016,0.4314,0.3922,0.1961,2.2873,1,"Tomato_60_10"
20,21,0,0.1209,0.0358,-2.8098,0.1072,0.0161,-2.9515,0.0704,0.143717326721589,0.4314,0.3922,0.1961,2.406,1,"Tomato_60_10"
21,22,0,0.1072,0.0161,-2.9515,0.1188,-0.003,-3.1343,0.0704,0.184160826453402,0.4314,0.3922,0.1961,2.5586,1,"Tomato_60_10"
22,23,0,0.1188,-0.003,-3.1343,0.1324,-0.0243,-3.3327,0.0704,0.200003024977124,0.4314,0.3922,0.1961,2.7249,1,"Tomato_60_10"
23,24,0,0.1324,-0.0243,-3.3327,0.133,-0.0259,-3.3443,0.0704,0.0117251865656799,0.4314,0.3922,0.1961,2.7347,1,"Tomato_60_10"
24,25,0,0.133,-0.0259,-3.3443,0.1314,-0.0415,-3.4825,0.0704,0.13908687932368,0.4314,0.3922,0.1961,2.8508,1,"Tomato_60_10"
