"node1ID","node2ID","branchID","x1","y1","z1","x2","y2","z2","radius","length","R","G","B","time","type","RSA_id"
0,1,0,0,0,0,0.0068,0.0164,-0.1858,0.0722,0.186646296507592,0.4314,0.3922,0.1961,0.1644,1,"Tomato_60_8"
1,2,0,0.0068,0.0164,-0.1858,-0.0197,0.0283,-0.3577,0.0722,0.17433723067664,0.4314,0.3922,0.1961,0.3184,1,"Tomato_60_8"
2,3,0,-0.0197,0.0283,-0.3577,-0.032,0.0393,-0.557,0.0722,0.19998194918542,0.4314,0.3922,0.1961,0.4957,1,"Tomato_60_8"
3,4,0,-0.032,0.0393,-0.557,-0.0352,0.0396,-0.5895,0.0722,0.0326585364032131,0.4314,0.3922,0.1961,0.5248,1,"Tomato_60_8"
4,5,0,-0.0352,0.0396,-0.5895,-0.0419,0.0561,-0.7887,0.0722,0.199994449922992,0.4314,0.3922,0.1961,0.7029,1,"Tomato_60_8"
5,6,0,-0.0419,0.0561,-0.7887,-0.0434,0.0595,-0.8257,0.0722,0.0371861533369614,0.4314,0.3922,0.1961,0.736,1,"Tomato_60_8"
6,7,0,-0.0434,0.0595,-0.8257,-0.049,0.0774,-1.0077,0.0722,0.182963848888244,0.4314,0.3922,0.1961,0.8996,1,"Tomato_60_8"
7,8,0,-0.049,0.0774,-1.0077,-0.0391,0.0858,-1.2072,0.0722,0.19992203480357,0.4314,0.3922,0.1961,1.0791,1,"Tomato_60_8"
8,9,0,-0.0391,0.0858,-1.2072,-0.0365,0.0862,-1.2366,0.0722,0.0295174524646012,0.4314,0.3922,0.1961,1.1056,1,"Tomato_60_8"
9,10,0,-0.0365,0.0862,-1.2366,-0.0052,0.11,-1.4327,0.0722,0.200003349971944,0.4314,0.3922,0.1961,1.2858,1,"Tomato_60_8"
10,11,0,-0.0052,0.11,-1.4327,-0.0038,0.111,-1.4496,0.0722,0.0169873482333176,0.4314,0.3922,0.1961,1.3012,1,"Tomato_60_8"
11,12,0,-0.0038,0.111,-1.4496,0.0059,0.1152,-1.6493,0.0722,0.199979548954387,0.4314,0.3922,0.1961,1.4821,1,"Tomato_60_8"
12,13,0,0.0059,0.1152,-1.6493,0.0077,0.1157,-1.6863,0.0722,0.0370471321427178,0.4314,0.3922,0.1961,1.5158,1,"Tomato_60_8"
13,14,0,0.0077,0.1157,-1.6863,0.0188,0.1409,-1.8416,0.0722,0.157722350984253,0.4314,0.3922,0.1961,1.659,1,"Tomato_60_8"
14,15,0,0.0188,0.1409,-1.8416,0.0366,0.1423,-1.9561,0.0722,0.115883777984669,0.4314,0.3922,0.1961,1.7646,1,"Tomato_60_8"
15,16,0,0.0366,0.1423,-1.9561,0.0273,0.1338,-2.1392,0.0722,0.183532967065866,0.4314,0.3922,0.1961,1.9322,1,"Tomato_60_8"
16,17,0,0.0273,0.1338,-2.1392,0.0176,0.1251,-2.3356,0.0722,0.196831755568048,0.4314,0.3922,0.1961,2.1127,1,"Tomato_60_8"
17,18,0,0.0176,0.1251,-2.3356,0.0123,0.112,-2.4955,0.0722,0.160523238193104,0.4314,0.3922,0.1961,2.2604,1,"Tomato_60_8"
18,19,0,0.0123,0.112,-2.4955,-0.0017,0.1,-2.6676,0.0722,0.173084979128751,0.4314,0.3922,0.1961,2.4201,1,"Tomato_60_8"
19,20,0,-0.0017,0.1,-2.6676,0.0236,0.086,-2.8633,0.0722,0.197824619296992,0.4314,0.3922,0.1961,2.6033,1,"Tomato_60_8"
20,21,0,0.0236,0.086,-2.8633,0.0084,0.0577,-3.0591,0.0722,0.198417665544175,0.4314,0.3922,0.1961,2.7878,1,"Tomato_60_8"
21,22,0,0.0084,0.0577,-3.0591,-0.016,0.0385,-3.2426,0.0722,0.186108167472575,0.4314,0.3922,0.1961,2.9614,1,"Tomato_60_8"
22,23,0,-0.016,0.0385,-3.2426,-0.0419,0.022,-3.4281,0.0722,0.188024759007956,0.4314,0.3922,0.1961,3.1375,1,"Tomato_60_8"
23,24,0,-0.0419,0.022,-3.4281,-0.0508,0.0299,-3.6109,0.0722,0.183186953683934,0.4314,0.3922,0.1961,3.3097,1,"Tomato_60_8"
24,25,0,-0.0508,0.0299,-3.6109,-0.0492,0.0407,-3.8086,0.0722,0.198001237369871,0.4314,0.3922,0.1961,3.4965,1,"Tomato_60_8"
25,26,0,-0.0492,0.0407,-3.8086,-0.0494,0.071,-3.9957,0.0722,0.189537700735236,0.4314,0.3922,0.1961,3.6759,1,"Tomato_60_8"
26,27,0,-0.0494,0.071,-3.9957,-0.0665,0.0627,-4.1948,0.0722,0.200005274930438,0.4314,0.3922,0.1961,3.866,1,"Tomato_60_8"
27,28,0,-0.0665,0.0627,-4.1948,-0.0684,0.0618,-4.2151,0.0722,0.0204085766284665,0.4314,0.3922,0.1961,3.8855,1,"Tomato_60_8"
28,29,0,-0.0684,0.0618,-4.2151,-0.075,0.0538,-4.4149,0.0722,0.200068988101605,0.4314,0.3922,0.1961,4.0764,1,"Tomato_60_8"
29,30,0,-0.075,0.0538,-4.4149,-0.0752,0.0524,-4.4472,0.0722,0.0323309449289679,0.4314,0.3922,0.1961,4.1073,1,"Tomato_60_8"
30,31,0,-0.0752,0.0524,-4.4472,-0.0776,0.0534,-4.6468,0.0722,0.19961693314947,0.4314,0.3922,0.1961,4.2988,1,"Tomato_60_8"
31,32,0,-0.0776,0.0534,-4.6468,-0.0854,0.0537,-4.8466,0.0722,0.199952419340202,0.4314,0.3922,0.1961,4.4914,1,"Tomato_60_8"
32,33,0,-0.0854,0.0537,-4.8466,-0.0859,0.052,-4.9048,0.0722,0.0582269696961814,0.4314,0.3922,0.1961,4.5476,1,"Tomato_60_8"
33,34,0,-0.0859,0.052,-4.9048,-0.0818,0.0577,-5.1047,0.0722,0.200023273645844,0.4314,0.3922,0.1961,4.7411,1,"Tomato_60_8"
34,35,0,-0.0818,0.0577,-5.1047,-0.0817,0.0578,-5.1071,0.0722,0.002404163056034,0.4314,0.3922,0.1961,4.7435,1,"Tomato_60_8"
35,36,0,-0.0817,0.0578,-5.1071,-0.073,0.0578,-5.2564,0.0722,0.149553268102038,0.4314,0.3922,0.1961,4.8888,1,"Tomato_60_8"
36,37,0,-0.073,0.0578,-5.2564,-0.0773,0.067,-5.441,0.0722,0.184879122672085,0.4314,0.3922,0.1961,5.069,1,"Tomato_60_8"
37,38,0,-0.0773,0.067,-5.441,-0.0746,0.0557,-5.6407,0.0722,0.200037671452154,0.4314,0.3922,0.1961,5.2646,1,"Tomato_60_8"
38,39,0,-0.0746,0.0557,-5.6407,-0.0746,0.0554,-5.6448,0.0722,0.00411096095821911,0.4314,0.3922,0.1961,5.2687,1,"Tomato_60_8"
39,40,0,-0.0746,0.0554,-5.6448,-0.0676,0.0573,-5.8447,0.0722,0.200031547511886,0.4314,0.3922,0.1961,5.4652,1,"Tomato_60_8"
40,41,0,-0.0676,0.0573,-5.8447,-0.0675,0.0573,-5.8467,0.0722,0.00200249843945075,0.4314,0.3922,0.1961,5.4671,1,"Tomato_60_8"
41,42,0,-0.0675,0.0573,-5.8467,-0.0749,0.051,-6.0464,0.0722,0.199936339868469,0.4314,0.3922,0.1961,5.6644,1,"Tomato_60_8"
42,43,0,-0.0749,0.051,-6.0464,-0.0752,0.0522,-6.0708,0.0722,0.0244313323418924,0.4314,0.3922,0.1961,5.6886,1,"Tomato_60_8"
43,44,0,-0.0752,0.0522,-6.0708,-0.095,0.072,-6.2688,0.0722,0.199970197779569,0.4314,0.3922,0.1961,5.8868,1,"Tomato_60_8"
44,45,0,-0.095,0.072,-6.2688,-0.0965,0.0735,-6.2839,0.0722,0.0152482785913693,0.4314,0.3922,0.1961,5.902,1,"Tomato_60_8"
45,46,0,-0.0965,0.0735,-6.2839,-0.1059,0.0793,-6.4261,0.0722,0.142628328182027,0.4314,0.3922,0.1961,6.0438,1,"Tomato_60_8"
46,47,0,-0.1059,0.0793,-6.4261,-0.101,0.0735,-6.6259,0.0722,0.199944217220704,0.4314,0.3922,0.1961,6.2435,1,"Tomato_60_8"
47,48,0,-0.101,0.0735,-6.6259,-0.0917,0.0725,-6.7236,0.0722,0.0981467268939729,0.4314,0.3922,0.1961,6.3417,1,"Tomato_60_8"
