"node1ID","node2ID","branchID","x1","y1","z1","x2","y2","z2","radius","length","R","G","B","time","type","X","RSA_id","kr","Kx","SUF","RSHA_id","age"
19,20,0,-0.06,-0.0978,-5.7641,-0.0515,-0.1037,-5.8211,0.1887,0.0579315112870366,0.4314,0.3922,0.1961,2.2867,1,NA,"Tomato_60d_1",6.63792834295438e-05,0.182715038196259,0.000631583646582929,"Tomato_60d_1_20_1A_60",20
20,21,0,-0.0515,-0.1037,-5.8211,-0.0422,-0.1105,-5.8872,0.1887,0.0670964976731271,0.4314,0.3922,0.1961,2.342,1,NA,"Tomato_60d_1",6.633554241914e-05,0.181352163020345,0.00073056745527452,"Tomato_60d_1_20_1A_60",20
21,22,0,-0.0422,-0.1105,-5.8872,-0.0192,-0.1197,-6.0856,0.1887,0.199940491146741,0.4314,0.3922,0.1961,2.5072,1,NA,"Tomato_60d_1",6.62048730716048e-05,0.177280789077108,0.00217011022224677,"Tomato_60d_1_20_1A_60",20
22,23,0,-0.0192,-0.1197,-6.0856,-0.0159,-0.1214,-6.116,0.1887,0.0306258061118391,0.4314,0.3922,0.1961,2.5325,1,NA,"Tomato_60d_1",6.61848613616009e-05,0.176657267522847,0.000331977517675028,"Tomato_60d_1_20_1A_60",20
23,24,0,-0.0159,-0.1214,-6.116,-0.0145,-0.1301,-6.2845,0.1887,0.168730258104468,0.4314,0.3922,0.1961,2.6723,1,NA,"Tomato_60d_1",6.60742828217375e-05,0.173211879645943,0.00182452478179865,"Tomato_60d_1_20_1A_60",20
24,25,0,-0.0145,-0.1301,-6.2845,-0.0107,-0.1428,-6.484,0.1887,0.199939940982286,0.4314,0.3922,0.1961,2.8385,1,NA,"Tomato_60d_1",6.59428224975223e-05,0.169115860581984,0.0021547387078658,"Tomato_60d_1_20_1A_60",20
25,26,0,-0.0107,-0.1428,-6.484,-0.0109,-0.1436,-6.5094,0.1887,0.0254133823014572,0.4314,0.3922,0.1961,2.8596,1,NA,"Tomato_60d_1",6.59261328895744e-05,0.168595848534755,0.0002735918501125,"Tomato_60d_1_20_1A_60",20
26,27,0,-0.0109,-0.1436,-6.5094,-0.0183,-0.145,-6.7093,0.1887,0.200041820627587,0.4314,0.3922,0.1961,3.0265,1,NA,"Tomato_60d_1",6.57941188816831e-05,0.164589058497815,0.002147713068346,"Tomato_60d_1_20_1A_60",20
27,28,0,-0.0183,-0.145,-6.7093,-0.0188,-0.1467,-6.7498,0.1887,0.0405387468972584,0.4314,0.3922,0.1961,3.0604,1,NA,"Tomato_60d_1",6.57673047722313e-05,0.163861988086447,0.000434727005777426,"Tomato_60d_1_20_1A_60",20
28,29,0,-0.0188,-0.1467,-6.7498,-0.0196,-0.1556,-6.8283,0.1887,0.0790069617185726,0.4314,0.3922,0.1961,3.1265,1,NA,"Tomato_60d_1",6.57150212136836e-05,0.162444308021805,0.000846268211387213,"Tomato_60d_1_20_1A_60",20
29,30,0,-0.0196,-0.1556,-6.8283,-0.0202,-0.1659,-7.0281,0.1887,0.200066214039253,0.4314,0.3922,0.1961,3.2942,1,NA,"Tomato_60d_1",6.55823744244484e-05,0.158847561473538,0.00213682524785271,"Tomato_60d_1_20_1A_60",20
30,31,0,-0.0202,-0.1659,-7.0281,-0.0158,-0.1832,-7.1643,0.1887,0.137364806264195,0.4314,0.3922,0.1961,3.4098,1,NA,"Tomato_60d_1",6.54909375202409e-05,0.156368229923272,0.00146361167506265,"Tomato_60d_1_20_1A_60",20
31,32,0,-0.0158,-0.1832,-7.1643,-0.0241,-0.2091,-7.3625,0.1887,0.200057341779801,0.4314,0.3922,0.1961,3.5785,1,NA,"Tomato_60d_1",6.53574997543257e-05,0.152750035870244,0.00212513900308282,"Tomato_60d_1_20_1A_60",20
32,33,0,-0.0241,-0.2091,-7.3625,-0.0238,-0.2122,-7.3933,0.1887,0.0309570670445378,0.4314,0.3922,0.1961,3.6046,1,NA,"Tomato_60d_1",6.53368552629778e-05,0.152190255996006,0.000328518442717651,"Tomato_60d_1_20_1A_60",20
33,34,0,-0.0238,-0.2122,-7.3933,-0.0117,-0.2063,-7.5286,0.1887,0.135968047717101,0.4314,0.3922,0.1961,3.7197,1,NA,"Tomato_60d_1",6.52458138471103e-05,0.149721648198119,0.00144017800366759,"Tomato_60d_1_20_1A_60",20
34,35,0,-0.0117,-0.2063,-7.5286,0.0063,-0.1978,-7.7276,0.1887,0.199993124881832,0.4314,0.3922,0.1961,3.8894,1,NA,"Tomato_60d_1",6.51115851045151e-05,0.146082006640332,0.00211185342581922,"Tomato_60d_1_20_1A_60",20
35,36,0,0.0063,-0.1978,-7.7276,0.0052,-0.201,-7.7819,0.1887,0.0544053306211813,0.4314,0.3922,0.1961,3.9356,1,NA,"Tomato_60d_1",6.50750419818993e-05,0.145091131920416,0.00057374083014316,"Tomato_60d_1_20_1A_60",20
36,37,0,0.0052,-0.201,-7.7819,9e-04,-0.2137,-7.9814,0.1887,0.19995006876718,0.4314,0.3922,0.1961,4.106,1,NA,"Tomato_60d_1",6.49402595556281e-05,0.141750369816611,0.00210262216517125,"Tomato_60d_1_20_1A_60",20
37,38,0,9e-04,-0.2137,-7.9814,8e-04,-0.214,-7.9857,0.1887,0.00431161222746177,0.4314,0.3922,0.1961,4.1097,1,NA,"Tomato_60d_1",6.49373329419121e-05,0.141681310175037,4.53097832755202e-05,"Tomato_60d_1_20_1A_60",20
38,39,0,8e-04,-0.214,-7.9857,-0.0136,-0.2215,-8.1639,0.1887,0.178938117794952,0.4314,0.3922,0.1961,4.2626,1,NA,"Tomato_60d_1",6.48163926075408e-05,0.13882746714889,0.00187587125340599,"Tomato_60d_1_20_1A_60",20
39,40,0,-0.0136,-0.2215,-8.1639,0.0063,-0.2246,-8.3629,0.1887,0.2000165493153,0.4314,0.3922,0.1961,4.4341,1,NA,"Tomato_60d_1",6.46807401069216e-05,0.135626459438071,0.00209003548816227,"Tomato_60d_1_20_1A_60",20
